Age,Income,LoanAmount,CreditScore,YearsExperience,Gender,Education,City,EmploymentType,LoanApproved,LoanDate
55,51252.0,38586.0,811,28,Female,High School,San Francisco,Unemployed,0,2020-04-04
36,42200.0,17032.0,474,4,Male,High School,Chicago,Unemployed,0,2022-04-28
25,44619.0,16407.0,458,27,Female,Bachelors,Houston,Self-Employed,0,2023-05-08
65,48777.0,28502.0,683,25,Female,PhD,San Francisco,Self-Employed,1,2024-06-27
62,49488.0,4585.0,526,4,Female,PhD,Houston,Self-Employed,0,2018-05-06
18,50466.0,8146.0,337,14,Female,Bachelors,San Francisco,Self-Employed,0,2024-05-20
39,39850.0,25311.0,762,8,Female,Bachelors,Chicago,Salaried,0,2022-07-05
69,65069.0,18437.0,730,31,Female,Bachelors,Houston,Self-Employed,1,2022-01-30
34,51452.0,18620.0,403,25,Male,Masters,Houston,Self-Employed,0,2022-07-06
24,42442.0,12503.0,492,36,Female,PhD,New York,Salaried,0,2018-01-12
42,49488.0,21918.0,549,14,Male,High School,Houston,Salaried,0,2026-03-10
62,48884.0,13536.0,312,3,Male,High School,Houston,Salaried,0,2025-11-24
21,23993.0,20582.0,687,35,Male,High School,Chicago,Unemployed,0,2026-03-06
53,55114.0,10732.0,370,19,Male,PhD,Houston,Self-Employed,0,2021-03-17
23,49488.0,18541.0,737,26,Female,Masters,Houston,Unemployed,0,2021-03-06
48,64016.0,36199.0,343,20,Female,PhD,Houston,Salaried,0,2022-04-16
36,46374.0,16601.0,571,21,Female,PhD,Chicago,Salaried,0,2020-04-17
61,61701.0,18946.0,313,6,Male,PhD,San Francisco,Salaried,0,2020-01-11
56,40547.0,18380.0,670,30,Female,PhD,Chicago,Salaried,1,2021-11-22
44,51049.0,21396.0,411,16,Male,PhD,Houston,Unemployed,0,2023-09-16
27,68154.0,23745.0,678,6,Male,Masters,San Francisco,Salaried,1,2020-10-26
43,45965.0,22058.0,613,18,Female,Bachelors,Chicago,Self-Employed,1,2022-06-28
36,41138.0,22235.0,714,27,Male,High School,Chicago,Self-Employed,0,2019-07-16
56,59826.0,18553.0,784,9,Male,PhD,San Francisco,Self-Employed,1,2020-11-24
20,59535.0,20802.0,468,26,Male,PhD,New York,Unemployed,0,2024-04-12
62,41769.0,18288.0,545,12,Male,PhD,Houston,Salaried,0,2018-02-20
30,20218.0,5501.0,565,1,Female,High School,New York,Unemployed,0,2019-11-07
67,40850.0,41045.0,542,21,Male,Masters,Houston,Self-Employed,0,2025-06-05
45,60160.0,25825.0,599,19,Male,High School,Houston,Salaried,0,2021-07-27
37,38374.0,12165.0,626,4,Male,Masters,New York,Unemployed,0,2021-06-12
45,49836.0,21840.0,829,5,Female,Bachelors,New York,Salaried,1,2021-10-07
25,40138.0,9231.0,641,34,Female,PhD,Houston,Salaried,1,2019-06-16
58,21017.0,16046.0,548,0,Male,Masters,San Francisco,Unemployed,0,2021-10-21
56,39868.0,8144.0,679,34,Female,High School,San Francisco,Self-Employed,0,2019-04-19
18,60097.0,19591.0,831,2,Female,Masters,New York,Unemployed,0,2019-01-10
20,14446.0,7349.0,680,35,Female,Masters,New York,Unemployed,0,2021-07-27
30,53783.0,23107.0,341,6,Female,Bachelors,Chicago,Self-Employed,0,2024-05-10
45,32209.0,25458.0,644,28,Male,PhD,San Francisco,Unemployed,0,2018-01-12
66,59127.0,13384.0,560,14,Male,PhD,San Francisco,Salaried,0,2023-03-14
42,60715.0,21287.0,579,10,Female,High School,Houston,Self-Employed,0,2020-07-06
50,47421.0,12960.0,539,17,Female,High School,Chicago,Unemployed,0,2024-01-22
55,47455.0,24094.0,612,3,Female,Bachelors,Houston,Salaried,1,2022-10-18
23,37905.0,14491.0,740,23,Female,Masters,Chicago,Self-Employed,0,2021-07-14
61,29816.0,26312.0,432,10,Female,Masters,San Francisco,Unemployed,0,2023-10-14
62,75471.0,5507.0,350,5,Female,High School,Houston,Self-Employed,0,2020-09-28
49,37024.0,11960.0,691,17,Female,PhD,Chicago,Salaried,0,2022-04-22
62,73517.0,11129.0,822,14,Male,Masters,Houston,Salaried,1,2022-06-17
64,37107.0,21627.0,807,2,Male,Bachelors,Chicago,Self-Employed,0,2020-04-12
38,57878.0,24441.0,653,16,Female,High School,New York,Salaried,1,2018-11-02
33,32933.0,22245.0,694,32,Female,Masters,Houston,Salaried,0,2019-03-03
38,57851.0,15928.0,395,33,Male,PhD,New York,Self-Employed,0,2025-10-06
54,45312.0,20310.0,812,18,Female,Bachelors,Houston,Unemployed,0,2020-09-26
53,59150.0,26304.0,579,8,Male,Bachelors,Chicago,Unemployed,0,2020-10-07
52,49488.0,41444.0,787,39,Male,High School,Chicago,Self-Employed,1,2023-03-18
36,28578.0,16605.0,814,30,Female,High School,New York,Salaried,0,2020-12-26
37,61420.0,14677.0,360,26,Male,PhD,Houston,Salaried,0,2018-10-30
35,32811.0,22562.0,715,24,Female,PhD,San Francisco,Self-Employed,0,2024-10-03
64,49488.0,17951.0,593,6,Male,Masters,Chicago,Self-Employed,0,2018-05-17
58,64595.0,30203.0,601,6,Female,Masters,New York,Self-Employed,1,2018-01-19
66,44368.0,13534.0,469,19,Male,Masters,San Francisco,Salaried,0,2019-10-19
31,67735.0,18009.0,340,35,Male,Bachelors,New York,Unemployed,0,2023-01-29
32,57227.0,27010.0,530,18,Female,Bachelors,New York,Unemployed,0,2024-04-24
48,39562.0,22467.0,708,1,Male,Masters,New York,Salaried,0,2018-08-01
18,71021.0,29290.0,596,33,Male,PhD,Chicago,Unemployed,0,2025-01-02
20,32875.0,16507.0,754,16,Female,High School,San Francisco,Self-Employed,0,2020-01-05
33,44349.0,30106.0,356,23,Male,Bachelors,Chicago,Self-Employed,0,2018-04-20
40,46905.0,6689.0,539,8,Male,Bachelors,Chicago,Salaried,0,2018-08-31
28,59078.0,7010.0,475,0,Female,Masters,Houston,Salaried,0,2021-11-18
29,66731.0,30232.0,362,27,Female,High School,San Francisco,Self-Employed,0,2025-02-16
27,65792.0,20059.0,437,14,Female,Bachelors,Houston,Self-Employed,0,2024-01-09
49,53356.0,27367.0,753,20,Female,High School,New York,Salaried,1,2019-12-30
33,45796.0,20796.0,748,14,Female,Bachelors,San Francisco,Salaried,1,2018-03-02
25,22610.0,19944.0,525,22,Female,High School,San Francisco,Self-Employed,0,2024-09-07
55,49488.0,9376.0,742,1,Female,High School,Chicago,Self-Employed,1,2023-04-21
29,76500.0,19785.0,505,35,Female,Bachelors,New York,Unemployed,1,2021-10-27
41,22459.0,30893.0,579,8,Male,High School,Chicago,Unemployed,0,2022-02-14
45,38233.0,20453.0,756,1,Male,PhD,Houston,Self-Employed,0,2018-08-14
25,67169.0,25457.0,406,1,Female,Unknown,New York,Salaried,0,2018-06-25
45,53146.0,25235.0,743,17,Male,Bachelors,Chicago,Unemployed,0,2019-09-02
53,63921.0,11898.0,335,16,Female,PhD,Chicago,Unemployed,0,2024-10-23
43,58142.0,26857.0,454,7,Male,High School,Chicago,Self-Employed,0,2026-04-04
25,72044.0,17490.0,468,33,Male,PhD,New York,Salaried,0,2021-04-10
67,54431.0,17923.0,571,33,Female,Bachelors,Houston,Salaried,0,2024-10-07
45,59952.0,36782.0,846,4,Male,PhD,San Francisco,Self-Employed,1,2020-05-13
45,39136.0,24778.0,719,28,Male,High School,Chicago,Salaried,0,2023-09-11
54,58795.0,14892.0,483,27,Male,PhD,New York,Self-Employed,0,2023-03-11
58,44058.0,20516.0,536,15,Female,Bachelors,San Francisco,Salaried,0,2024-01-31
53,43203.0,20293.0,808,13,Male,High School,Chicago,Self-Employed,1,2019-02-05
44,63421.0,33489.0,740,1,Male,Bachelors,New York,Salaried,1,2021-04-03
34,63524.0,20316.0,421,39,Female,Bachelors,Houston,Self-Employed,0,2021-06-30
26,75327.0,37664.0,716,3,Male,Masters,Chicago,Self-Employed,1,2020-08-13
50,74349.0,9626.0,834,30,Male,Bachelors,New York,Salaried,0,2020-10-10
37,49488.0,19741.0,674,25,Male,Bachelors,Chicago,Self-Employed,1,2023-05-10
30,24193.0,13897.0,625,26,Male,High School,New York,Unemployed,0,2024-02-24
45,77415.0,16041.0,779,33,Female,High School,Houston,Salaried,1,2021-09-14
65,63770.0,16215.0,449,30,Female,High School,Houston,Self-Employed,0,2023-08-18
46,38512.0,14310.0,789,10,Female,PhD,New York,Salaried,0,2024-11-10
30,60934.0,33841.0,452,7,Male,PhD,San Francisco,Salaried,0,2025-12-30
63,34441.0,31380.0,316,11,Female,High School,Houston,Self-Employed,0,2018-09-09
52,59279.0,23221.0,647,34,Male,Unknown,Chicago,Unemployed,0,2021-05-21
23,30256.0,16205.0,758,33,Male,Unknown,Houston,Salaried,0,2024-01-24
35,37877.0,14534.0,501,12,Female,PhD,Chicago,Unemployed,0,2020-02-26
68,60649.0,25934.0,722,26,Female,Masters,Houston,Unemployed,0,2019-02-28
22,66093.0,22401.0,579,7,Female,High School,Houston,Self-Employed,0,2021-11-02
64,49488.0,18841.0,721,20,Male,High School,Chicago,Self-Employed,1,2023-04-15
42,45707.0,24330.0,764,10,Male,PhD,Houston,Salaried,1,2019-07-01
19,18277.0,27129.0,654,21,Male,High School,Chicago,Self-Employed,0,2020-12-11
27,46865.0,18768.0,677,20,Male,High School,Chicago,Salaried,1,2018-06-27
47,58002.0,13701.0,579,27,Female,Bachelors,Houston,Salaried,0,2025-10-18
67,45249.0,9431.0,379,2,Female,High School,Houston,Unemployed,0,2025-12-19
62,49661.0,22005.0,532,6,Male,Bachelors,Chicago,Self-Employed,0,2023-08-20
22,47216.0,37338.0,779,13,Male,High School,New York,Self-Employed,1,2019-12-19
50,45174.0,11115.0,453,14,Female,Masters,Houston,Salaried,0,2021-11-23
18,51138.0,28796.0,708,8,Female,Masters,San Francisco,Unemployed,0,2024-04-06
35,45910.0,14596.0,330,6,Male,High School,Houston,Self-Employed,0,2020-06-07
49,71649.0,16208.0,802,11,Female,Masters,New York,Unemployed,0,2019-05-28
64,16904.0,27319.0,670,18,Male,Masters,New York,Unemployed,0,2024-10-19
66,41812.0,17958.0,622,26,Male,Masters,Houston,Salaried,0,2022-09-28
28,36946.0,21986.0,631,17,Male,PhD,Houston,Self-Employed,0,2020-12-09
38,53287.0,21833.0,542,12,Male,Masters,San Francisco,Self-Employed,0,2022-02-07
43,51157.0,14608.0,729,0,Female,Bachelors,Houston,Self-Employed,1,2018-12-21
42,49488.0,27161.0,481,37,Female,PhD,New York,Unemployed,0,2025-12-12
39,49488.0,19507.0,579,20,Male,Bachelors,San Francisco,Self-Employed,1,2021-01-11
44,38404.0,8892.0,675,33,Male,Bachelors,Houston,Salaried,0,2023-07-13
66,50008.0,12860.0,380,12,Male,Bachelors,San Francisco,Unemployed,0,2022-12-30
50,38033.0,20416.0,719,0,Male,High School,New York,Unemployed,0,2019-08-11
51,59426.0,30433.0,766,22,Female,Masters,New York,Unemployed,0,2021-07-09
58,46407.0,11623.0,727,27,Male,Masters,Chicago,Unemployed,0,2022-02-21
52,33985.0,24684.0,356,31,Female,High School,New York,Salaried,0,2021-07-29
18,45806.0,23445.0,621,7,Male,High School,Chicago,Self-Employed,1,2018-11-06
38,35035.0,13985.0,841,25,Male,Bachelors,New York,Self-Employed,1,2022-09-15
65,65550.0,32292.0,794,13,Male,Unknown,New York,Unemployed,0,2024-11-15
23,78523.0,17819.0,565,23,Male,Bachelors,Chicago,Self-Employed,0,2024-03-17
45,53672.0,36082.0,526,28,Female,Masters,Chicago,Unemployed,0,2018-03-18
34,51669.0,6915.0,353,3,Female,High School,Chicago,Unemployed,0,2020-10-03
22,52287.0,17847.0,303,17,Female,Masters,San Francisco,Unemployed,0,2022-12-25
48,67734.0,18798.0,738,13,Male,High School,Chicago,Salaried,1,2021-01-03
22,67410.0,19675.0,609,26,Female,PhD,San Francisco,Self-Employed,1,2021-04-06
55,48265.0,25731.0,388,2,Male,Bachelors,San Francisco,Unemployed,0,2022-06-23
20,53789.0,47185.0,619,29,Male,Masters,Chicago,Self-Employed,1,2019-03-11
40,59790.0,23641.0,674,35,Female,PhD,Chicago,Salaried,1,2023-09-19
54,32935.0,20194.0,800,22,Male,Masters,Chicago,Salaried,0,2018-10-04
54,68189.0,11230.0,533,17,Male,High School,New York,Unemployed,0,2023-04-19
27,76022.0,4879.0,636,39,Female,Masters,New York,Salaried,1,2021-04-10
27,67475.0,29362.0,484,9,Female,PhD,Chicago,Salaried,0,2020-08-15
36,31316.0,15626.0,737,11,Male,PhD,Houston,Salaried,0,2026-04-20
34,20450.0,40833.0,479,7,Female,Bachelors,Chicago,Salaried,0,2020-04-06
38,60631.0,26946.0,375,31,Female,Masters,Houston,Salaried,0,2023-10-02
31,38597.0,22732.0,571,16,Female,High School,New York,Salaried,0,2026-02-05
26,54307.0,23153.0,354,13,Male,Masters,New York,Self-Employed,0,2018-04-14
63,73027.0,23232.0,376,36,Male,Bachelors,Houston,Salaried,1,2025-08-14
18,40146.0,14443.0,595,8,Female,High School,New York,Self-Employed,0,2021-05-31
68,44337.0,5988.0,518,25,Male,High School,Chicago,Unemployed,0,2025-12-04
62,54151.0,15595.0,576,23,Male,Bachelors,Houston,Salaried,0,2022-01-21
30,30537.0,19853.0,565,22,Female,High School,Houston,Salaried,0,2018-05-25
21,38632.0,14817.0,342,30,Female,PhD,San Francisco,Self-Employed,0,2019-06-09
18,50373.0,9711.0,579,38,Female,PhD,New York,Salaried,0,2021-08-28
66,45493.0,14014.0,527,1,Male,High School,Houston,Self-Employed,0,2025-09-08
57,59126.0,28286.0,526,17,Male,Masters,Houston,Self-Employed,0,2020-12-20
49,91490.0,25986.0,362,15,Male,High School,Houston,Salaried,0,2024-07-19
51,49488.0,21371.0,470,28,Male,Masters,New York,Unemployed,0,2022-04-06
45,37374.0,24697.0,606,10,Female,Bachelors,Houston,Unemployed,0,2022-08-07
48,71274.0,10945.0,333,1,Female,PhD,Houston,Unemployed,0,2018-08-11
25,49488.0,13637.0,429,13,Female,Unknown,Chicago,Self-Employed,0,2025-10-19
56,29166.0,22488.0,693,3,Female,Bachelors,Chicago,Self-Employed,0,2020-05-06
43,41073.0,11964.0,450,38,Female,Bachelors,San Francisco,Salaried,0,2025-08-03
51,45757.0,20867.0,683,33,Male,PhD,Houston,Self-Employed,1,2025-07-30
20,40714.0,9900.0,579,38,Female,Bachelors,New York,Unemployed,0,2025-08-13
67,49527.0,6803.0,313,8,Male,High School,San Francisco,Salaried,0,2021-11-10
29,54121.0,25889.0,380,39,Male,High School,San Francisco,Unemployed,0,2024-07-11
18,66034.0,28216.0,506,6,Female,Masters,San Francisco,Salaried,0,2019-02-24
61,51368.0,14953.0,503,16,Male,Masters,Houston,Unemployed,0,2020-02-28
22,41571.0,7836.0,678,22,Male,Masters,San Francisco,Salaried,1,2022-10-30
47,65220.0,2333.0,843,10,Female,High School,New York,Unemployed,0,2022-12-03
47,37734.0,34736.0,322,21,Male,PhD,Chicago,Self-Employed,0,2025-08-22
34,25511.0,20891.0,461,17,Female,Masters,Chicago,Unemployed,0,2018-02-17
65,68089.0,15136.0,443,27,Female,High School,Houston,Salaried,0,2022-09-19
64,67128.0,17089.0,403,15,Male,PhD,New York,Unemployed,0,2026-04-25
40,38116.0,4693.0,681,3,Male,Bachelors,New York,Self-Employed,0,2018-07-29
32,44014.0,24959.0,754,35,Female,High School,New York,Salaried,1,2021-04-18
54,36246.0,36001.0,579,21,Male,Bachelors,Houston,Self-Employed,0,2021-04-29
38,54899.0,13738.0,623,10,Female,Masters,New York,Unemployed,0,2023-09-25
31,75981.0,39068.0,470,20,Female,Unknown,Chicago,Salaried,1,2020-10-05
19,60543.0,19069.0,573,39,Female,High School,New York,Unemployed,0,2018-08-01
28,65536.0,33334.0,751,15,Female,Masters,New York,Salaried,1,2024-05-28
68,62296.0,22458.0,424,8,Female,Masters,Houston,Self-Employed,0,2022-10-27
56,49998.0,22449.0,682,34,Female,PhD,San Francisco,Self-Employed,1,2026-01-07
55,66250.0,34751.0,616,33,Male,Bachelors,San Francisco,Self-Employed,1,2020-10-25
51,61175.0,26262.0,406,8,Female,Masters,Houston,Unemployed,0,2019-09-18
55,71592.0,22999.0,762,12,Male,PhD,Houston,Salaried,1,2025-03-15
67,43107.0,4469.0,729,5,Male,PhD,Houston,Self-Employed,1,2023-10-31
51,23928.0,7942.0,579,3,Male,High School,Houston,Unemployed,0,2023-03-14
35,65679.0,23668.0,795,27,Female,Masters,New York,Unemployed,0,2019-05-03
47,55247.0,31742.0,661,10,Female,Bachelors,New York,Salaried,1,2026-03-13
32,45559.0,21028.0,731,33,Male,Bachelors,San Francisco,Self-Employed,1,2018-11-10
44,46398.0,15270.0,819,34,Female,Masters,Houston,Unemployed,0,2018-11-04
68,88320.0,5287.0,705,4,Male,Bachelors,Houston,Self-Employed,1,2020-02-24
51,40367.0,13731.0,676,38,Female,PhD,New York,Salaried,1,2021-12-26
69,37200.0,21048.0,451,10,Female,PhD,Houston,Self-Employed,0,2021-01-18
55,49488.0,13148.0,621,11,Female,Masters,Chicago,Self-Employed,1,2018-03-06
50,67707.0,12284.0,513,18,Male,Bachelors,New York,Unemployed,0,2022-08-13
41,84176.0,19591.0,364,12,Male,PhD,Chicago,Unemployed,0,2019-02-22
32,59860.0,31587.0,569,3,Male,Masters,New York,Salaried,0,2020-09-04
47,30944.0,25478.0,836,13,Female,PhD,New York,Salaried,0,2025-06-17
59,79563.0,22287.0,399,1,Female,Masters,New York,Salaried,0,2022-11-05
68,49708.0,21508.0,404,7,Male,High School,San Francisco,Unemployed,0,2025-07-22
34,37434.0,24409.0,430,21,Male,High School,San Francisco,Salaried,0,2025-09-02
22,33809.0,19119.0,688,12,Male,Masters,New York,Salaried,0,2024-03-02
46,62545.0,16711.0,620,20,Female,High School,New York,Unemployed,0,2021-04-20
21,53582.0,25906.0,737,20,Male,High School,New York,Salaried,1,2026-03-18
27,55176.0,18197.0,318,27,Female,Bachelors,New York,Unemployed,0,2018-07-06
34,69298.0,10491.0,524,32,Female,High School,Houston,Salaried,0,2025-05-05
27,37968.0,31546.0,759,28,Male,Bachelors,Houston,Unemployed,0,2021-03-23
34,49488.0,5041.0,693,36,Female,High School,Houston,Self-Employed,1,2018-02-23
37,42213.0,32147.0,525,21,Female,High School,San Francisco,Unemployed,0,2025-07-29
41,82460.0,24052.0,659,25,Female,PhD,Chicago,Unemployed,0,2021-04-16
22,58981.0,12247.0,729,10,Female,Masters,New York,Unemployed,0,2024-06-14
51,36196.0,20194.0,314,10,Male,High School,Houston,Salaried,0,2023-09-12
23,19619.0,16569.0,845,33,Female,Masters,Houston,Unemployed,0,2020-05-18
19,62134.0,26462.0,713,18,Male,Masters,Houston,Unemployed,1,2023-03-19
30,44387.0,26303.0,654,36,Female,PhD,New York,Salaried,1,2022-03-29
60,47667.0,23691.0,756,13,Male,Masters,New York,Self-Employed,1,2025-12-05
60,61493.0,25971.0,830,28,Female,Masters,Chicago,Unemployed,0,2022-01-18
65,65156.0,19081.0,495,18,Male,High School,San Francisco,Salaried,0,2020-06-08
28,68356.0,34093.0,414,36,Female,PhD,Chicago,Self-Employed,0,2022-11-24
68,32377.0,29789.0,716,20,Male,Masters,New York,Unemployed,0,2019-04-08
64,71388.0,16184.0,651,23,Male,High School,Chicago,Self-Employed,1,2018-10-03
40,41314.0,26487.0,374,25,Male,PhD,Houston,Unemployed,0,2024-12-14
33,16156.0,25789.0,335,11,Female,High School,Chicago,Unemployed,0,2020-06-05
48,32323.0,17922.0,541,18,Female,PhD,Houston,Self-Employed,0,2024-01-29
28,53270.0,17294.0,362,29,Male,PhD,Chicago,Self-Employed,0,2020-10-22
33,35318.0,29716.0,808,14,Female,Bachelors,Houston,Self-Employed,0,2022-10-11
25,48679.0,19882.0,487,2,Male,Bachelors,Chicago,Unemployed,0,2019-10-06
21,55074.0,22081.0,392,12,Male,Bachelors,San Francisco,Unemployed,0,2020-03-13
57,47279.0,31209.0,304,8,Female,Masters,Chicago,Salaried,0,2020-06-03
21,42585.0,40267.0,737,12,Female,High School,New York,Salaried,1,2021-08-07
42,31240.0,15787.0,465,15,Female,PhD,New York,Salaried,0,2022-10-09
20,50329.0,18233.0,745,13,Female,High School,Houston,Unemployed,0,2019-12-14
49,19026.0,20592.0,324,7,Female,Masters,New York,Self-Employed,0,2019-07-31
20,39710.0,20774.0,807,18,Female,Bachelors,Houston,Salaried,0,2025-04-28
44,36083.0,23011.0,397,31,Male,Bachelors,San Francisco,Unemployed,0,2026-04-11
46,46409.0,16079.0,567,34,Male,High School,New York,Self-Employed,0,2018-02-20
49,46800.0,9870.0,692,22,Male,High School,New York,Salaried,1,2024-05-22
67,49488.0,34031.0,584,20,Female,PhD,Houston,Self-Employed,0,2018-06-01
68,73752.0,24897.0,408,17,Male,High School,San Francisco,Self-Employed,0,2021-04-07
36,33233.0,16652.0,326,13,Female,PhD,San Francisco,Salaried,0,2025-08-14
38,79892.0,23497.0,354,15,Female,PhD,Chicago,Salaried,0,2025-08-25
22,38311.0,34664.0,432,23,Female,Bachelors,Houston,Unemployed,0,2020-12-01
35,52588.0,13696.0,351,31,Male,High School,Houston,Self-Employed,0,2023-09-08
45,57663.0,21689.0,792,10,Male,Bachelors,San Francisco,Salaried,1,2020-02-17
59,86669.0,8881.0,597,10,Female,PhD,Houston,Salaried,0,2021-05-04
39,41866.0,19053.0,698,3,Male,Bachelors,New York,Self-Employed,0,2022-04-30
38,23049.0,24933.0,317,25,Female,Bachelors,New York,Self-Employed,0,2025-06-13
23,72356.0,11082.0,545,4,Female,Unknown,New York,Self-Employed,0,2018-02-08
18,37499.0,18502.0,802,35,Male,Masters,Houston,Salaried,0,2025-03-17
22,44576.0,26399.0,388,32,Female,Masters,Chicago,Salaried,0,2021-11-27
58,33234.0,24714.0,579,13,Female,High School,Chicago,Unemployed,0,2022-04-07
29,44619.0,10739.0,539,31,Female,Bachelors,San Francisco,Self-Employed,0,2025-07-16
43,37394.0,22990.0,789,6,Female,High School,Houston,Salaried,0,2023-05-04
63,49488.0,24470.0,312,9,Male,Unknown,San Francisco,Salaried,0,2022-05-14
51,51212.0,20864.0,614,1,Male,High School,Houston,Self-Employed,1,2021-03-09
66,39784.0,28715.0,497,9,Female,Unknown,Chicago,Salaried,0,2018-09-11
31,64938.0,15284.0,542,34,Female,PhD,New York,Self-Employed,1,2019-12-01
43,53825.0,23300.0,806,20,Female,Masters,Houston,Salaried,1,2021-07-24
62,22309.0,10678.0,342,39,Male,Masters,Chicago,Self-Employed,0,2018-04-29
44,63796.0,7195.0,629,7,Male,Masters,Chicago,Self-Employed,1,2019-09-22
26,52773.0,26249.0,728,17,Male,PhD,Chicago,Salaried,1,2019-03-14
43,70861.0,20164.0,461,8,Male,Masters,New York,Self-Employed,0,2022-09-08
64,49488.0,16293.0,734,29,Male,PhD,Chicago,Unemployed,0,2024-03-18
39,38124.0,11479.0,532,3,Female,Bachelors,San Francisco,Unemployed,0,2026-04-24
64,46936.0,26617.0,410,34,Male,PhD,Chicago,Self-Employed,0,2024-02-28
47,62059.0,7936.0,531,13,Male,High School,Chicago,Unemployed,0,2018-01-31
60,38439.0,27943.0,572,13,Female,High School,Houston,Salaried,0,2022-07-30
65,43396.0,23608.0,340,36,Male,Bachelors,Houston,Salaried,0,2025-11-13
34,46675.0,8338.0,765,19,Female,Bachelors,Houston,Self-Employed,1,2020-10-26
43,32759.0,21008.0,376,28,Female,High School,Chicago,Salaried,0,2019-09-20
53,38655.0,41230.0,789,22,Male,Masters,Chicago,Salaried,0,2020-04-07
18,52588.0,29515.0,416,20,Male,Masters,San Francisco,Unemployed,0,2023-04-11
25,68037.0,13376.0,733,30,Male,Masters,New York,Salaried,1,2021-10-23
66,54757.0,25734.0,318,31,Male,Bachelors,Chicago,Salaried,0,2021-04-27
52,49312.0,8673.0,495,6,Female,High School,New York,Unemployed,0,2025-12-08
69,37531.0,9029.0,750,12,Female,PhD,Chicago,Self-Employed,0,2023-05-27
32,66427.0,19462.0,724,22,Male,Bachelors,New York,Self-Employed,1,2023-02-06
64,56503.0,24413.0,693,7,Female,High School,Houston,Unemployed,0,2020-10-10
39,39399.0,26491.0,583,11,Female,Masters,Chicago,Unemployed,0,2019-12-07
31,63480.0,26601.0,333,35,Female,Masters,San Francisco,Salaried,0,2021-09-19
43,58394.0,23958.0,594,15,Male,Masters,New York,Salaried,0,2023-06-04
45,37797.0,7088.0,550,25,Female,High School,Houston,Self-Employed,0,2023-06-11
40,48479.0,19513.0,638,28,Female,Masters,San Francisco,Self-Employed,1,2019-06-29
31,42608.0,27749.0,739,28,Female,High School,Houston,Unemployed,0,2021-10-04
41,89503.0,23546.0,479,5,Male,Bachelors,Chicago,Salaried,0,2024-09-16
19,57976.0,21457.0,527,36,Female,PhD,San Francisco,Unemployed,0,2019-03-03
62,52801.0,22634.0,322,32,Female,Unknown,New York,Self-Employed,0,2022-12-01
43,57090.0,22500.0,626,30,Female,Unknown,New York,Self-Employed,1,2018-05-22
31,70687.0,4281.0,453,17,Female,Bachelors,San Francisco,Unemployed,0,2021-12-24
68,48749.0,29239.0,445,37,Female,High School,New York,Salaried,0,2020-09-20
24,41151.0,19116.0,551,30,Female,Bachelors,Houston,Salaried,0,2026-02-23
20,62664.0,25661.0,601,15,Female,High School,San Francisco,Unemployed,0,2024-09-13
64,47376.0,1555.0,369,39,Male,High School,New York,Self-Employed,0,2019-06-18
40,33952.0,33288.0,842,36,Male,Bachelors,Houston,Unemployed,0,2019-06-21
63,31030.0,10749.0,392,13,Male,High School,New York,Unemployed,0,2018-03-17
60,72939.0,40331.0,462,38,Male,High School,Houston,Salaried,1,2018-02-05
64,51975.0,36954.0,380,3,Male,High School,Chicago,Self-Employed,0,2019-03-30
62,41156.0,9401.0,362,29,Male,Bachelors,Houston,Self-Employed,0,2018-05-13
35,46485.0,26536.0,735,32,Female,PhD,New York,Salaried,1,2020-11-19
55,62112.0,11862.0,347,35,Male,High School,Houston,Self-Employed,0,2021-01-05
52,45599.0,14885.0,744,29,Male,Masters,New York,Self-Employed,1,2018-03-02
68,28259.0,15065.0,373,13,Male,Bachelors,San Francisco,Salaried,0,2022-06-16
32,54888.0,23583.0,841,22,Male,Bachelors,San Francisco,Self-Employed,1,2021-10-19
42,68125.0,22597.0,456,27,Female,High School,Chicago,Self-Employed,0,2025-11-13
54,67122.0,10387.0,786,6,Female,Bachelors,Houston,Unemployed,0,2024-04-07
45,41610.0,23520.0,565,9,Female,Masters,Chicago,Self-Employed,0,2025-09-23
27,69038.0,18367.0,555,3,Female,PhD,San Francisco,Unemployed,0,2024-01-24
56,53194.0,5436.0,338,37,Male,Bachelors,Houston,Unemployed,0,2018-10-23
34,68617.0,16528.0,354,12,Female,Bachelors,Houston,Unemployed,0,2018-08-17
56,58605.0,33283.0,327,20,Male,Bachelors,Chicago,Salaried,0,2022-07-11
39,27176.0,16798.0,417,32,Female,High School,Chicago,Salaried,0,2024-09-13
43,76201.0,5316.0,669,39,Male,Masters,Houston,Self-Employed,1,2021-09-28
61,50777.0,26516.0,508,27,Male,PhD,Houston,Unemployed,0,2024-02-13
42,49488.0,12580.0,615,22,Female,Masters,Houston,Self-Employed,1,2022-03-26
34,29839.0,21715.0,692,31,Female,Masters,Chicago,Self-Employed,0,2021-02-14
30,57580.0,18624.0,743,4,Female,Bachelors,New York,Self-Employed,1,2022-05-30
37,66544.0,34093.0,558,25,Female,PhD,San Francisco,Self-Employed,0,2018-11-27
42,79030.0,18630.0,497,38,Female,Masters,San Francisco,Self-Employed,0,2021-04-19
21,71006.0,10843.0,744,25,Female,PhD,Chicago,Unemployed,0,2024-02-02
27,58313.0,16249.0,604,2,Female,High School,Houston,Unemployed,0,2024-10-11
20,26834.0,10170.0,638,23,Male,Bachelors,San Francisco,Unemployed,1,2024-06-22
